,timestamp,close,ema,rsi,signal
0,2025-03-17 03:00:00,83675.65,,,HOLD
1,2025-03-17 04:00:00,83615.53,,,HOLD
2,2025-03-17 05:00:00,83120.0,,,HOLD
3,2025-03-17 06:00:00,83220.91,,,HOLD
4,2025-03-17 07:00:00,83567.87,,,HOLD
5,2025-03-17 08:00:00,83547.17,,,HOLD
6,2025-03-17 09:00:00,83664.31,,,HOLD
7,2025-03-17 10:00:00,83344.34,,,HOLD
8,2025-03-17 11:00:00,83514.73,,,HOLD
9,2025-03-17 12:00:00,83052.0,,,HOLD
10,2025-03-17 13:00:00,83023.38,,,HOLD
11,2025-03-17 14:00:00,82913.03,,,HOLD
12,2025-03-17 15:00:00,83531.06,,,HOLD
13,2025-03-17 16:00:00,83448.86,,,HOLD
14,2025-03-17 17:00:00,84197.46,,64.09262142510121,HOLD
15,2025-03-17 18:00:00,84496.58,,68.05291690884948,HOLD
16,2025-03-17 19:00:00,84482.55,,67.67588791016178,HOLD
17,2025-03-17 20:00:00,83954.36,,55.26284081485447,HOLD
18,2025-03-17 21:00:00,84077.8,,57.236916831621464,HOLD
19,2025-03-17 22:00:00,84061.19,,56.87325147619854,HOLD
20,2025-03-17 23:00:00,84010.03,83643.75285714286,55.699377098339696,HOLD
21,2025-03-18 00:00:00,83790.24,83657.06987012987,50.8440776962122,HOLD
22,2025-03-18 01:00:00,83161.97,83612.06079102715,40.087038959214325,HOLD
23,2025-03-18 02:00:00,83367.64,83589.84071911559,44.245579805017236,HOLD
24,2025-03-18 03:00:00,83147.6,83549.6370173778,40.96920836575327,HOLD
25,2025-03-18 04:00:00,82989.11,83498.68001579799,38.74379684425855,HOLD
26,2025-03-18 05:00:00,83010.87,83454.33365072544,39.23185374435235,HOLD
27,2025-03-18 06:00:00,82450.01,83363.03150065949,32.126790018998264,HOLD
28,2025-03-18 07:00:00,83163.81,83344.92045514498,45.623979081799746,HOLD
29,2025-03-18 08:00:00,83281.29,83339.13586831362,47.47529543809134,HOLD
30,2025-03-18 09:00:00,82840.51,83293.80624392147,41.73404699127117,HOLD
31,2025-03-18 10:00:00,82819.65,83250.7011308377,41.47840170750345,HOLD
32,2025-03-18 11:00:00,82581.1,83189.82830076154,38.56880206548202,HOLD
33,2025-03-18 12:00:00,82404.66,83118.44936432867,36.527828463543386,HOLD
34,2025-03-18 13:00:00,81366.64,82959.19396757151,27.356138161523536,BUY
35,2025-03-18 14:00:00,81854.71,82858.78633415593,35.5503496452521,HOLD
36,2025-03-18 15:00:00,81610.21,82745.27939468721,33.51106474080823,HOLD
37,2025-03-18 16:00:00,81851.51,82664.02763153381,37.331778808365314,HOLD
38,2025-03-18 17:00:00,81466.7,82555.17966503072,33.97847604629634,HOLD
39,2025-03-18 18:00:00,81889.38,82494.6524227552,40.31972668081631,HOLD
40,2025-03-18 19:00:00,82317.21,82478.52129341383,45.97588143113562,HOLD
41,2025-03-18 20:00:00,82050.0,82439.56481219438,43.220710561480054,HOLD
42,2025-03-18 21:00:00,82062.98,82405.32982926762,43.39815228665745,HOLD
43,2025-03-18 22:00:00,82395.74,82404.45802660692,47.89383844934435,HOLD
44,2025-03-18 23:00:00,82715.03,82432.69184236994,51.84601633143926,HOLD
45,2025-03-19 00:00:00,83118.0,82494.99258397268,56.34630613740482,HOLD
46,2025-03-19 01:00:00,82598.7,82504.42053088425,49.877248257975396,HOLD
47,2025-03-19 02:00:00,82868.91,82537.5559371675,52.90695200919273,HOLD
48,2025-03-19 03:00:00,83037.17,82582.975397425,54.741501982173816,HOLD
49,2025-03-19 04:00:00,82952.87,82616.60217947727,53.61459733878919,HOLD
50,2025-03-19 05:00:00,83241.99,82673.45561770661,56.892236883566405,HOLD
51,2025-03-19 06:00:00,83200.0,82721.32328882419,56.27034928903964,HOLD
52,2025-03-19 07:00:00,83190.0,82763.93026256745,56.1130374274018,HOLD
53,2025-03-19 08:00:00,83413.01,82822.93751142496,58.874279012850884,HOLD
54,2025-03-19 09:00:00,83527.37,82886.97682856815,60.25524566244136,HOLD
55,2025-03-19 10:00:00,83467.41,82939.7434805165,59.13405496129935,HOLD
56,2025-03-19 11:00:00,83881.4,83025.34861865136,64.10090488250728,HOLD
57,2025-03-19 12:00:00,83748.75,83091.11238059215,61.520764697093696,HOLD
58,2025-03-19 13:00:00,84092.16,83182.11670962923,65.40320974818803,HOLD
59,2025-03-19 14:00:00,84318.59,83285.43246329931,67.71617735379239,HOLD
60,2025-03-19 15:00:00,84733.05,83417.03405754482,71.47531278214379,SELL
61,2025-03-19 16:00:00,84574.01,83522.21368867712,68.19392804257629,HOLD
62,2025-03-19 17:00:00,84230.97,83586.64608061557,61.622449050133085,HOLD
63,2025-03-19 18:00:00,85612.25,83770.7918914687,72.93291592403926,SELL
64,2025-03-19 19:00:00,85433.38,83921.93626497155,70.05369627743008,SELL
65,2025-03-19 20:00:00,85353.99,84052.12296815596,68.75628812992208,HOLD
66,2025-03-19 21:00:00,85635.99,84196.11088014177,70.82333002262655,SELL
67,2025-03-19 22:00:00,86158.52,84374.51170921979,74.2259685372237,SELL
68,2025-03-19 23:00:00,86845.94,84599.18700838162,77.88063944076158,SELL
69,2025-03-20 00:00:00,86017.68,84728.14091671056,65.77810123956044,HOLD
70,2025-03-20 01:00:00,85867.96,84831.76083337324,63.846653739900674,HOLD
71,2025-03-20 02:00:00,86065.51,84943.91984852111,65.29468988685669,HOLD
72,2025-03-20 03:00:00,85891.02,85030.01986229193,62.89835036811432,HOLD
73,2025-03-20 04:00:00,85684.78,85089.54351117447,60.09118315919712,HOLD
74,2025-03-20 05:00:00,85827.28,85156.61046470406,61.37391640399497,HOLD
75,2025-03-20 06:00:00,85759.28,85211.39860427643,60.376640843324594,HOLD
76,2025-03-20 07:00:00,85816.39,85266.39782206948,60.95053832742346,HOLD
77,2025-03-20 08:00:00,86241.05,85355.00256551772,65.00893145154869,HOLD
78,2025-03-20 09:00:00,85877.28,85402.48233228883,59.321437630950676,HOLD
79,2025-03-20 10:00:00,85173.78,85381.69121117165,50.17846914407756,HOLD
80,2025-03-20 11:00:00,85502.17,85392.64382833787,53.761034867138456,HOLD
81,2025-03-20 12:00:00,85356.07,85389.3189348526,51.970515197698326,HOLD
82,2025-03-20 13:00:00,85513.81,85400.63630441146,53.76110150814379,HOLD
83,2025-03-20 14:00:00,86171.86,85470.74754946496,60.39461100551749,HOLD
84,2025-03-20 15:00:00,84691.76,85399.9304995136,44.819803913318076,HOLD
85,2025-03-20 16:00:00,83802.01,85254.66499955782,38.407651185440514,HOLD
86,2025-03-20 17:00:00,84093.43,85149.0981814162,41.36645453981307,HOLD
87,2025-03-20 18:00:00,84060.53,85050.13743765108,41.12625634350753,HOLD
88,2025-03-20 19:00:00,84174.79,84970.56039786461,42.377654129338985,HOLD
89,2025-03-20 20:00:00,84530.1,84930.51854351329,46.20677607138446,HOLD
90,2025-03-20 21:00:00,84350.0,84877.74413046663,44.58932868821758,HOLD
91,2025-03-20 22:00:00,84141.31,84810.79557315148,42.72312058801603,HOLD
92,2025-03-20 23:00:00,84223.39,84757.39506650134,43.72081452183351,HOLD
93,2025-03-21 00:00:00,84507.07,84734.63824227394,47.14739128317034,HOLD
94,2025-03-21 01:00:00,84775.07,84738.31385661266,50.2303519949819,HOLD
95,2025-03-21 02:00:00,84685.4,84733.5035060115,49.19632638484643,HOLD
96,2025-03-21 03:00:00,84451.96,84707.90864182865,46.51195584451636,HOLD
97,2025-03-21 04:00:00,84662.74,84703.80240166241,49.20692090833553,HOLD
98,2025-03-21 05:00:00,84469.66,84682.516728784,46.87696102094973,HOLD
99,2025-03-21 06:00:00,84200.0,84638.65157162181,43.760454757747596,HOLD
100,2025-03-21 07:00:00,83937.98,84574.95415601983,40.91412987263852,HOLD
101,2025-03-21 08:00:00,84022.32,84524.71468729075,42.21695728555381,HOLD
102,2025-03-21 09:00:00,84137.99,84489.55789753704,44.03941443193834,HOLD
103,2025-03-21 10:00:00,84164.17,84459.97717957913,44.46633477125793,HOLD
104,2025-03-21 11:00:00,84046.52,84422.39016325376,42.883056327855144,HOLD
105,2025-03-21 12:00:00,83467.98,84335.62560295797,36.07980796323851,HOLD
106,2025-03-21 13:00:00,83935.7,84299.2687299618,43.83721318321653,HOLD
107,2025-03-21 14:00:00,84240.33,84293.91066360164,48.242957332630816,HOLD
108,2025-03-21 15:00:00,83565.48,84227.6896941833,40.63762483972433,HOLD
109,2025-03-21 16:00:00,84095.97,84215.71517653027,47.62711380555999,HOLD
110,2025-03-21 17:00:00,84024.11,84198.29652411841,46.8228715391922,HOLD
111,2025-03-21 18:00:00,84101.66,84189.51138556219,47.846391379191566,HOLD
112,2025-03-21 19:00:00,83956.36,84168.31580505653,46.05767338970303,HOLD
113,2025-03-21 20:00:00,84216.2,84172.66891368775,49.680550822292375,HOLD
114,2025-03-21 21:00:00,84394.0,84192.78992153432,52.05351495638906,HOLD
115,2025-03-21 22:00:00,84185.39,84192.11720139484,49.12628227744008,HOLD
116,2025-03-21 23:00:00,84088.79,84182.72381944985,47.78618528252662,HOLD
117,2025-03-22 00:00:00,84206.24,84184.86165404532,49.58682554719874,HOLD
118,2025-03-22 01:00:00,84075.48,84174.91786731392,47.61794766129891,HOLD
119,2025-03-22 02:00:00,84188.96,84176.19442483084,49.492249784675934,HOLD
120,2025-03-22 03:00:00,84256.74,84183.51674984623,50.62856739436361,HOLD
